Date,Close,High,Low,Open,Volume,resistance,support,near_resistance,near_support,intended_direction,triangle_pattern,triangle_breakout_direction,multiple_top_bottom_pattern,channel_pattern,has_event
2023-11-09,421.66412353515625,426.1641856948334,421.2364699177512,426.12530000386255,83174400,439.38777622934856,397.7253990601317,False,False,,,,,,False
2023-11-10,428.244140625,428.555166852525,421.6544244424177,423.74410780896307,89462200,439.38777622934856,397.7253990601317,False,False,,,,,,False
2023-11-13,427.8359680175781,428.9439582296362,426.1156541557348,426.90291894514576,52236100,436.8792496860528,397.7253990601317,False,False,,,,,,False
2023-11-14,436.1362609863281,437.4289210638544,433.57033918584983,433.79389484093616,97176900,437.4289210638544,397.7253990601317,False,False,,,,,,False
2023-11-15,437.0595703125,438.71187109713105,436.2042630668601,437.4774950971813,77327600,438.71187109713105,397.7253990601317,False,False,,,,,,False
2023-11-16,437.5941162109375,437.9148415711499,435.5433188253415,436.6124527945321,66665800,438.71187109713105,397.7253990601317,False,False,,,,,,False
2023-11-17,438.1383972167969,438.7507207474031,436.6804953481496,437.6038154016392,83133200,438.7507207474031,397.7253990601317,False,False,,,,,,False
2023-11-20,441.5110778808594,442.3566563462381,437.87602183807985,437.8857506768845,69936200,442.3566563462381,397.7253990601317,False,False,,,,,,False
2023-11-21,440.548828125,441.3847073857101,439.2755960485925,440.4613575618605,49244600,442.3566563462381,397.7253990601317,False,False,,,,,,False
2023-11-22,442.2497253417969,443.57157198394486,441.1514640241976,442.2108693090085,59394900,443.57157198394486,397.7253990601317,False,False,,,,,,False
2023-11-24,442.5218505859375,442.71624938753706,441.9678703574549,442.2983245913,29737400,443.57157198394486,397.7253990601317,False,False,,,,,,False
2023-11-27,441.7249450683594,442.70657906122847,441.3361474137733,441.8901573765715,50506000,443.57157198394486,397.7253990601317,False,False,,,,,,False
2023-11-28,442.1622619628906,443.4646509487185,440.7724024102266,441.33611150575734,62115000,443.57157198394486,397.7253990601317,False,False,,,,,,False
2023-11-29,441.8511962890625,445.4570951907533,441.45272918496346,444.3199186012006,63146000,445.4570951907533,397.7253990601317,False,False,,,,,,False
2023-11-30,443.5909729003906,443.9408848017652,440.6168552136203,442.6968096233847,79752700,445.4570951907533,397.7253990601317,False,False,,,,,,False
2023-12-01,446.2152099609375,446.7497621614447,442.385785013724,442.97865092115586,89183400,446.7497621614447,397.7253990601317,False,False,,,,,,False
2023-12-04,443.8728332519531,446.2346273092226,441.5887809150275,442.8134280533559,72430900,446.7497621614447,397.7253990601317,False,False,,,,,,False
2023-12-05,443.785400390625,444.7476062747075,442.1039426420814,442.48301142132226,69793500,446.7497621614447,397.7253990601317,False,False,,,,,,False
